選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
常廣羽也斗,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0.0
堂林翔太,87,273,244,15,56,13,0,1,72,17,0,2,9,3,16,0,1,67,4,0.23,0.295,0.277
床田寛樹,26,52,45,1,8,0,0,0,8,1,0,0,7,0,0,0,0,7,0,0.178,0.178,0.178
中﨑翔太,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
仲田侑仁,1,4,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0.25,0.25
中村健人,12,24,24,1,2,0,0,1,5,2,0,0,0,0,0,0,0,8,0,0.083,0.208,0.083
中村奨成,30,70,69,4,10,2,0,0,12,1,0,1,0,0,1,0,0,13,1,0.145,0.174,0.157
中村貴浩,11,25,24,4,5,0,0,0,5,3,0,0,1,0,0,0,0,5,1,0.208,0.208,0.208
韮澤雄也,11,15,15,1,2,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0.133,0.133,0.133
野間峻祥,113,443,391,40,106,14,5,1,133,28,8,5,3,1,43,1,5,52,9,0.271,0.34,0.35
野村祐輔,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0
ハーン,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
ハッチ,5,7,6,1,1,0,0,0,1,1,0,0,1,0,0,0,0,4,0,0.167,0.167,0.167
長谷部銀次,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
羽月隆太郎,53,25,22,12,5,1,0,0,6,1,12,7,2,0,1,0,0,8,0,0.227,0.273,0.261
林晃汰,27,64,60,4,11,4,0,0,15,2,0,0,0,0,4,1,0,20,3,0.183,0.25,0.234
二俣翔一,80,122,107,7,21,4,0,1,28,7,1,0,6,0,8,0,1,26,3,0.196,0.262,0.259
塹江敦哉,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
益田武尚,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
松本竜也,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
松山竜平,65,78,73,2,13,4,0,1,20,10,0,0,0,1,4,3,0,12,5,0.178,0.274,0.218
森翔平,5,8,6,0,1,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0.167,0.167,0.167
森浦大輔,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
森下暢仁,23,52,47,5,11,1,0,0,12,3,0,0,3,0,1,0,1,12,0,0.234,0.255,0.265
矢崎拓也,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
矢野雅哉,137,495,430,45,112,13,6,2,143,38,13,10,20,4,38,1,3,109,8,0.26,0.333,0.322
レイノルズ,2,6,4,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,1,0.0,0.0,0.167
