選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
松井友飛,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
松井裕樹,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
宮森智志,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
武藤敦貴,43,99,88,11,22,2,3,1,33,9,1,5,0,1,8,0,2,28,1,0.25,0.375,0.323
村林一輝,47,17,16,9,3,0,0,0,3,0,0,2,0,0,1,0,0,5,0,0.188,0.188,0.235
茂木栄五郎,73,268,238,26,53,12,1,9,94,30,4,0,1,2,27,0,0,74,3,0.223,0.395,0.3
森原康平,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
安田悠馬,5,12,10,2,2,0,0,1,5,1,0,0,0,0,2,0,0,4,1,0.2,0.5,0.333
山﨑剛,79,218,187,19,38,6,5,3,63,13,15,4,11,0,17,0,3,46,3,0.203,0.337,0.28
弓削隼人,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
吉川雄大,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
涌井秀章,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
和田恋,11,30,29,0,2,0,0,0,2,1,0,0,0,1,0,0,0,10,1,0.069,0.069,0.067
渡邊佑樹,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
渡邊佳明,60,168,153,14,37,1,2,1,45,17,2,3,2,1,12,0,0,24,2,0.242,0.294,0.295
